CookerStat, GenerateAssetRegistry=0.017129, Initialize=0.092544, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionId527164994AED338C02BF48826B8068D3_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B7C924C54F773040BA6BF0AD09D526AD_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F00000000000000000200000001000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2018.01.23-19.32.38, Duration=448.841461, RunGuid=RunID93C949114F4B2E812D70599987EB2502
DDCTransactionIdE1D0468F41D5E346F67CE4846C665EF3_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B7C924C54F773040BA6BF0AD09D52__EAE09EE93F81B3A23FE8DDAFF2421EF2F2DF8ABE, StartTime=2018.01.23-19.32.39, HierarchicalDDC=, DataSize=1048841, Duration=3.498316, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_10, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=3.496513, FlushAsyncLoading=0.006013, FlushStreamingFunc=0.190794, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=0.191994, TagPackageExports=4.119378, BeginCacheForCookedPlatformData=0.002705, SerializeImports=5.145766, GatherLocalizableTextData=4.834186, MarkNames=0.060692, SerializeSummary=0.013523, SerializeNames=0.206418, SerializeGatherableTextData=0.071209, BuildExportMap=0.155643, SortExportsNonSeekfree=0.676047, SortExportsSeekfreeConstructor=0.062495, SortExportsSeekfreeInner=9.237200, SortExportsSeekfree=0.006910, BuildDependencyMap=0.054084, SerializeImportMap=0.009913, SerializeExportMap=0.025239, SerializeDependencyMap=0.009913, SerializeStringAssetReferenceMap=0.001505, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.772193, SerializeExports=5.822714, SerializeBulkData=0.004809, MoveFile=1.492411, UnaccountedTime=0.191998, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_11, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.253190, FlushAsyncLoading=0.003006, FlushStreamingFunc=0.179376, BlockTillAllRequestsFinished=0.003606, ResetLoadersForSaveUnMarkAllObjects=0.187188, TagPackageExports=3.473375, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.206214, GatherLocalizableTextData=4.284333, MarkNames=0.034552, SerializeSummary=0.024639, SerializeNames=0.337720, SerializeGatherableTextData=0.054084, BuildExportMap=0.179078, SortExportsNonSeekfree=0.664629, SortExportsSeekfreeConstructor=0.042368, SortExportsSeekfreeInner=7.946402, SortExportsSeekfree=0.003304, BuildDependencyMap=0.044167, SerializeImportMap=0.009313, SerializeExportMap=0.024937, SerializeDependencyMap=0.008713, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.842192, SerializeExports=5.377125, SerializeBulkData=0.004809, MoveFile=3.166903, UnaccountedTime=1.722269, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_12, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.475835, FlushAsyncLoading=0.004508, FlushStreamingFunc=0.032749, BlockTillAllRequestsFinished=0.003304, ResetLoadersForSaveUnMarkAllObjects=0.144526, TagPackageExports=3.457151, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.294850, GatherLocalizableTextData=4.214022, MarkNames=0.028547, SerializeSummary=0.009615, SerializeNames=0.232559, SerializeGatherableTextData=0.048075, BuildExportMap=0.140015, SortExportsNonSeekfree=0.619862, SortExportsSeekfreeConstructor=0.039961, SortExportsSeekfreeInner=7.435311, SortExportsSeekfree=0.003304, BuildDependencyMap=0.042066, SerializeImportMap=0.009313, SerializeExportMap=0.024639, SerializeDependencyMap=0.008415, SerializeStringAssetReferenceMap=0.001799, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.780296, SerializeExports=5.603075, SerializeBulkData=0.004508, MoveFile=2.423253, UnaccountedTime=1.429614, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_13, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.305169, FlushAsyncLoading=0.003006, FlushStreamingFunc=0.033349, BlockTillAllRequestsFinished=0.002105, ResetLoadersForSaveUnMarkAllObjects=0.131905, TagPackageExports=3.539480, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.339319, GatherLocalizableTextData=4.474524, MarkNames=0.078723, SerializeSummary=0.011720, SerializeNames=0.225648, SerializeGatherableTextData=0.063099, BuildExportMap=0.127696, SortExportsNonSeekfree=0.664029, SortExportsSeekfreeConstructor=0.046872, SortExportsSeekfreeInner=7.795267, SortExportsSeekfree=0.003006, BuildDependencyMap=0.060994, SerializeImportMap=0.009317, SerializeExportMap=0.024036, SerializeDependencyMap=0.008415, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.877646, SerializeExports=5.658060, SerializeBulkData=0.004504, MoveFile=2.372172, UnaccountedTime=1.657367, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_14, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.352640, FlushAsyncLoading=0.003308, FlushStreamingFunc=0.111770, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=0.142120, TagPackageExports=3.551196, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.247077, GatherLocalizableTextData=4.270211, MarkNames=0.034250, SerializeSummary=0.009917, SerializeNames=0.223845, SerializeGatherableTextData=0.071812, BuildExportMap=0.134006, SortExportsNonSeekfree=0.721119, SortExportsSeekfreeConstructor=0.048071, SortExportsSeekfreeInner=7.611684, SortExportsSeekfree=0.003006, BuildDependencyMap=0.042666, SerializeImportMap=0.009615, SerializeExportMap=0.024036, SerializeDependencyMap=0.009313, SerializeStringAssetReferenceMap=0.002403, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.929930, SerializeExports=5.570322, SerializeBulkData=0.005711, MoveFile=2.560865, UnaccountedTime=1.496017, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_15, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Components/Axe_1.uasset, AutoPackageBackupDelegate=0.078719, FlushAsyncLoading=0.003006, FlushStreamingFunc=0.124391, BlockTillAllRequestsFinished=0.004206, ResetLoadersForSaveUnMarkAllObjects=0.152338, TagPackageExports=0.028245, BeginCacheForCookedPlatformData=0.000902, SerializeImports=0.608441, GatherLocalizableTextData=0.163455, MarkNames=0.005107, SerializeSummary=0.039663, SerializeNames=0.077218, SerializeGatherableTextData=0.001203, BuildExportMap=0.014421, SortExportsNonSeekfree=0.007812, SortExportsSeekfreeConstructor=0.005409, SortExportsSeekfreeInner=0.400219, SortExportsSeekfree=0.001803, BuildDependencyMap=0.005409, SerializeImportMap=0.004806, SerializeExportMap=0.004210, SerializeDependencyMap=0.000902, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.262295, SerializeExports=0.220243, SerializeBulkData=0.036355, MoveFile=2.372470, UnaccountedTime=1.384243, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_16, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.365563, FlushAsyncLoading=0.002705, FlushStreamingFunc=0.048075, BlockTillAllRequestsFinished=0.003908, ResetLoadersForSaveUnMarkAllObjects=0.393309, TagPackageExports=3.692716, BeginCacheForCookedPlatformData=0.002705, SerializeImports=4.727520, GatherLocalizableTextData=4.155431, MarkNames=0.026442, SerializeSummary=0.010215, SerializeNames=0.200711, SerializeGatherableTextData=0.097051, BuildExportMap=0.163451, SortExportsNonSeekfree=2.165452, SortExportsSeekfreeConstructor=0.039965, SortExportsSeekfreeInner=7.686798, SortExportsSeekfree=0.004508, BuildDependencyMap=0.093747, SerializeImportMap=0.009015, SerializeExportMap=0.024635, SerializeDependencyMap=0.008114, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.670940, SerializeExports=5.511731, SerializeBulkData=0.004508, MoveFile=2.243575, UnaccountedTime=0.212129, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_17, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Components/Weapon_Meshs/Axe_1.uasset, AutoPackageBackupDelegate=0.142120, FlushAsyncLoading=0.003304, FlushStreamingFunc=0.130404, BlockTillAllRequestsFinished=0.004206, ResetLoadersForSaveUnMarkAllObjects=0.208825, TagPackageExports=0.022836, BeginCacheForCookedPlatformData=0.000902, SerializeImports=0.682957, GatherLocalizableTextData=0.161048, MarkNames=0.004809, SerializeSummary=0.008412, SerializeNames=0.047173, SerializeGatherableTextData=0.001203, BuildExportMap=0.013821, SortExportsNonSeekfree=0.007510, SortExportsSeekfreeConstructor=0.041164, SortExportsSeekfreeInner=0.432670, SortExportsSeekfree=0.002105, BuildDependencyMap=0.005107, SerializeImportMap=0.004806, SerializeExportMap=0.004206, SerializeDependencyMap=0.000902, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.226841, SerializeExports=0.241272, SerializeBulkData=0.019833, MoveFile=2.646197, UnaccountedTime=1.562722, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_18, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.242971, FlushAsyncLoading=0.002705, FlushStreamingFunc=0.202816, BlockTillAllRequestsFinished=0.003904, ResetLoadersForSaveUnMarkAllObjects=0.287246, TagPackageExports=3.625415, BeginCacheForCookedPlatformData=0.002403, SerializeImports=4.464612, GatherLocalizableTextData=3.941800, MarkNames=0.029448, SerializeSummary=0.008713, SerializeNames=0.169761, SerializeGatherableTextData=0.068806, BuildExportMap=0.115678, SortExportsNonSeekfree=2.054881, SortExportsSeekfreeConstructor=0.039663, SortExportsSeekfreeInner=7.580735, SortExportsSeekfree=0.003304, BuildDependencyMap=0.042066, SerializeImportMap=0.008713, SerializeExportMap=0.023138, SerializeDependencyMap=0.005107, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.665832, SerializeExports=5.219981, SerializeBulkData=0.003602, MoveFile=2.955075, UnaccountedTime=0.255994, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_19, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap, AutoPackageBackupDelegate=16.850084, FlushAsyncLoading=0.015024, FlushStreamingFunc=0.154439, BlockTillAllRequestsFinished=0.006009, ResetLoadersForSaveUnMarkAllObjects=53.374630, TagPackageExports=2.784710, BeginCacheForCookedPlatformData=0.001803, SerializeImports=4.415333, GatherLocalizableTextData=28.908354, MarkNames=0.143621, SerializeSummary=0.013221, SerializeNames=0.657719, SerializeGatherableTextData=0.084732, BuildExportMap=0.661325, SortExportsNonSeekfree=1.332562, SortExportsSeekfreeConstructor=0.044771, SortExportsSeekfreeInner=27.021431, SortExportsSeekfree=0.005707, BuildDependencyMap=0.162251, SerializeImportMap=0.067003, SerializeExportMap=0.066705, SerializeDependencyMap=0.014722, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.735490, SerializeExports=17.591331, SerializeBulkData=1030.092773, MoveFile=4.239865, UnaccountedTime=1.520954, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_20, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.554256, FlushAsyncLoading=0.003904, FlushStreamingFunc=0.124395, BlockTillAllRequestsFinished=0.004206, ResetLoadersForSaveUnMarkAllObjects=0.221744, TagPackageExports=3.503423, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.479036, GatherLocalizableTextData=3.963735, MarkNames=0.031248, SerializeSummary=0.010818, SerializeNames=0.191398, SerializeGatherableTextData=0.070907, BuildExportMap=0.112373, SortExportsNonSeekfree=0.681154, SortExportsSeekfreeConstructor=0.039965, SortExportsSeekfreeInner=7.801276, SortExportsSeekfree=0.003006, BuildDependencyMap=0.042964, SerializeImportMap=0.009913, SerializeExportMap=0.025239, SerializeDependencyMap=0.005107, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.156778, SerializeExports=6.014712, SerializeBulkData=0.005409, MoveFile=1.506232, UnaccountedTime=1.284189, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_21, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.408229, FlushAsyncLoading=0.003003, FlushStreamingFunc=0.180881, BlockTillAllRequestsFinished=0.003606, ResetLoadersForSaveUnMarkAllObjects=0.140317, TagPackageExports=3.940899, BeginCacheForCookedPlatformData=0.001505, SerializeImports=4.703783, GatherLocalizableTextData=4.129291, MarkNames=0.059493, SerializeSummary=0.010215, SerializeNames=0.194702, SerializeGatherableTextData=0.037257, BuildExportMap=0.113275, SortExportsNonSeekfree=0.749663, SortExportsSeekfreeConstructor=0.041462, SortExportsSeekfreeInner=8.293740, SortExportsSeekfree=0.003908, BuildDependencyMap=0.044167, SerializeImportMap=0.009317, SerializeExportMap=0.024937, SerializeDependencyMap=0.005409, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.812747, SerializeExports=6.204903, SerializeBulkData=0.005107, MoveFile=2.991132, UnaccountedTime=1.565423, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_22, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=5.830824, FlushAsyncLoading=0.007212, FlushStreamingFunc=0.134908, BlockTillAllRequestsFinished=0.006311, ResetLoadersForSaveUnMarkAllObjects=0.178777, TagPackageExports=4.406620, BeginCacheForCookedPlatformData=0.003006, SerializeImports=5.697120, GatherLocalizableTextData=4.963081, MarkNames=0.081126, SerializeSummary=0.028845, SerializeNames=0.286344, SerializeGatherableTextData=0.069406, BuildExportMap=0.162553, SortExportsNonSeekfree=0.788420, SortExportsSeekfreeConstructor=0.054684, SortExportsSeekfreeInner=9.162985, SortExportsSeekfree=0.006612, BuildDependencyMap=0.054084, SerializeImportMap=0.011418, SerializeExportMap=0.026140, SerializeDependencyMap=0.005409, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.455140, SerializeExports=6.912801, SerializeBulkData=0.008415, MoveFile=1.425404, UnaccountedTime=1.313034, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_23, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.432566, FlushAsyncLoading=0.002705, FlushStreamingFunc=0.107866, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=0.173967, TagPackageExports=3.989577, BeginCacheForCookedPlatformData=0.001803, SerializeImports=4.729923, GatherLocalizableTextData=4.235357, MarkNames=0.030346, SerializeSummary=0.010815, SerializeNames=0.177875, SerializeGatherableTextData=0.037260, BuildExportMap=0.114176, SortExportsNonSeekfree=0.728026, SortExportsSeekfreeConstructor=0.040263, SortExportsSeekfreeInner=8.274209, SortExportsSeekfree=0.004806, BuildDependencyMap=0.047777, SerializeImportMap=0.010815, SerializeExportMap=0.050779, SerializeDependencyMap=0.005409, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.818767, SerializeExports=6.214522, SerializeBulkData=0.006009, MoveFile=2.981518, UnaccountedTime=1.398966, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_24, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Rapire.uasset, AutoPackageBackupDelegate=5.288787, FlushAsyncLoading=0.005711, FlushStreamingFunc=0.103060, BlockTillAllRequestsFinished=0.005405, ResetLoadersForSaveUnMarkAllObjects=0.212129, TagPackageExports=4.943851, BeginCacheForCookedPlatformData=0.003308, SerializeImports=5.840141, GatherLocalizableTextData=4.591405, MarkNames=0.038162, SerializeSummary=0.011716, SerializeNames=0.209123, SerializeGatherableTextData=0.046574, BuildExportMap=0.144225, SortExportsNonSeekfree=0.827480, SortExportsSeekfreeConstructor=0.040561, SortExportsSeekfreeInner=9.385031, SortExportsSeekfree=0.004806, BuildDependencyMap=0.102762, SerializeImportMap=0.030946, SerializeExportMap=0.030950, SerializeDependencyMap=0.006311, SerializeStringAssetReferenceMap=0.001200, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.086173, SerializeExports=6.711189, SerializeBulkData=0.007212, MoveFile=3.162697, UnaccountedTime=1.583450, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_25, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=5.303510, FlushAsyncLoading=0.006009, FlushStreamingFunc=0.040565, BlockTillAllRequestsFinished=0.018027, ResetLoadersForSaveUnMarkAllObjects=0.174571, TagPackageExports=4.017822, BeginCacheForCookedPlatformData=0.003003, SerializeImports=5.736481, GatherLocalizableTextData=4.150625, MarkNames=0.029746, SerializeSummary=0.011116, SerializeNames=0.186890, SerializeGatherableTextData=0.037558, BuildExportMap=0.113275, SortExportsNonSeekfree=0.724420, SortExportsSeekfreeConstructor=0.040565, SortExportsSeekfreeInner=8.106251, SortExportsSeekfree=0.003904, BuildDependencyMap=0.048675, SerializeImportMap=0.011116, SerializeExportMap=0.027042, SerializeDependencyMap=0.005409, SerializeStringAssetReferenceMap=0.001803, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.841589, SerializeExports=6.403513, SerializeBulkData=0.009015, MoveFile=2.500173, UnaccountedTime=1.874000, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_26, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=3.284086, FlushAsyncLoading=0.005107, FlushStreamingFunc=0.123188, BlockTillAllRequestsFinished=0.006914, ResetLoadersForSaveUnMarkAllObjects=0.240069, TagPackageExports=4.284631, BeginCacheForCookedPlatformData=0.002105, SerializeImports=5.178515, GatherLocalizableTextData=3.988977, MarkNames=0.030044, SerializeSummary=0.009313, SerializeNames=0.219040, SerializeGatherableTextData=0.051081, BuildExportMap=0.109069, SortExportsNonSeekfree=0.736438, SortExportsSeekfreeConstructor=0.006009, SortExportsSeekfreeInner=8.349325, SortExportsSeekfree=0.003908, BuildDependencyMap=0.044167, SerializeImportMap=0.008713, SerializeExportMap=0.024639, SerializeDependencyMap=0.006009, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.830188, SerializeExports=6.089225, SerializeBulkData=0.004806, MoveFile=1.657065, UnaccountedTime=0.196807, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_27, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.518799, FlushAsyncLoading=0.003006, FlushStreamingFunc=0.188392, BlockTillAllRequestsFinished=0.003606, ResetLoadersForSaveUnMarkAllObjects=0.146024, TagPackageExports=3.957126, BeginCacheForCookedPlatformData=0.001501, SerializeImports=4.982013, GatherLocalizableTextData=4.178871, MarkNames=0.035454, SerializeSummary=0.011720, SerializeNames=0.193801, SerializeGatherableTextData=0.075117, BuildExportMap=0.116277, SortExportsNonSeekfree=0.721116, SortExportsSeekfreeConstructor=0.042368, SortExportsSeekfreeInner=8.153419, SortExportsSeekfree=0.003308, BuildDependencyMap=0.043865, SerializeImportMap=0.009313, SerializeExportMap=0.049278, SerializeDependencyMap=0.005405, SerializeStringAssetReferenceMap=0.001203, SaveThumbNailsAssetRegistryDataWorldLevelInfo=6.914005, SerializeExports=6.110858, SerializeBulkData=0.004809, MoveFile=2.708692, UnaccountedTime=1.733985, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_28, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Blueprints/MyAddContent/MyPawn/Storage/Items/Equipeble/Weapons/Weapon_Axe.uasset, AutoPackageBackupDelegate=2.465014, FlushAsyncLoading=0.003606, FlushStreamingFunc=0.034854, BlockTillAllRequestsFinished=0.003006, ResetLoadersForSaveUnMarkAllObjects=0.169460, TagPackageExports=3.985070, BeginCacheForCookedPlatformData=0.001803, SerializeImports=5.611487, GatherLocalizableTextData=3.942702, MarkNames=0.027645, SerializeSummary=0.009615, SerializeNames=0.218738, SerializeGatherableTextData=0.054084, BuildExportMap=0.113577, SortExportsNonSeekfree=0.728026, SortExportsSeekfreeConstructor=0.039659, SortExportsSeekfreeInner=8.141406, SortExportsSeekfree=0.003304, BuildDependencyMap=0.043266, SerializeImportMap=0.010516, SerializeExportMap=0.043266, SerializeDependencyMap=0.005409, SerializeStringAssetReferenceMap=0.000902, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.020969, SerializeExports=6.185077, SerializeBulkData=0.004806, MoveFile=2.355047, UnaccountedTime=1.437426, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_29, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap, AutoPackageBackupDelegate=45.605206, FlushAsyncLoading=0.014421, FlushStreamingFunc=0.113275, BlockTillAllRequestsFinished=0.004809, ResetLoadersForSaveUnMarkAllObjects=59.525150, TagPackageExports=2.756767, BeginCacheForCookedPlatformData=0.001505, SerializeImports=5.012058, GatherLocalizableTextData=30.094288, MarkNames=0.156544, SerializeSummary=0.014123, SerializeNames=0.714805, SerializeGatherableTextData=0.166159, BuildExportMap=0.711199, SortExportsNonSeekfree=1.356602, SortExportsSeekfreeConstructor=0.048675, SortExportsSeekfreeInner=27.397015, SortExportsSeekfree=0.005405, BuildDependencyMap=1.026992, SerializeImportMap=0.067603, SerializeExportMap=0.066102, SerializeDependencyMap=0.080522, SerializeStringAssetReferenceMap=0.003908, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.771791, SerializeExports=19.594536, SerializeBulkData=1055.839355, MoveFile=4.559558, UnaccountedTime=1.366217, RunGuid=RunID93C949114F4B2E812D70599987EB2502
SavePackageTransactionId5E52A21D4031E6C3F4E408A49D40688D_30, Filename=../../../../../../Users/user/Documents/Unreal Projects/MyProject4 4.11/Content/FirstPersonBP/Maps/FirstPersonExampleMap.umap, AutoPackageBackupDelegate=2.589408, FlushAsyncLoading=0.004508, FlushStreamingFunc=0.170663, BlockTillAllRequestsFinished=0.004508, ResetLoadersForSaveUnMarkAllObjects=60.697868, TagPackageExports=3.557507, BeginCacheForCookedPlatformData=0.004508, SerializeImports=5.259641, GatherLocalizableTextData=29.629469, MarkNames=0.153840, SerializeSummary=0.014722, SerializeNames=0.660423, SerializeGatherableTextData=0.052582, BuildExportMap=0.770692, SortExportsNonSeekfree=1.441933, SortExportsSeekfreeConstructor=0.051979, SortExportsSeekfreeInner=27.529821, SortExportsSeekfree=0.006009, BuildDependencyMap=0.181179, SerializeImportMap=0.066403, SerializeExportMap=0.067305, SerializeDependencyMap=0.015628, SerializeStringAssetReferenceMap=0.001501, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.682304, SerializeExports=16.991005, SerializeBulkData=1043.048584, MoveFile=3.555104, UnaccountedTime=0.564273, RunGuid=RunID93C949114F4B2E812D70599987EB2502
